"SNC","vof"
"SCRI","cvoha"
"SCS","gcv"
"SCA","cva"
"GIE","esv"
"GEIE","eesv"
"SE","se"
"Associations","LandbouwVennootschap"
"Société Agricole","LandbouwVennootschap"
"AISBL","ivzw"
"FP","priv st"
"FUP","son"
"Nom de la société","Bedrijfsnaam"
"N° de TVA","Btw-nummer"
"Mr.","Mr."
"Mr","Mr"
"Mme","Mevr"
"Jour ","Dag"
"Mois ","Maand"
"Année","Jaar"
"Nationalite","Nationaliteit"
"Belge","Belg"
"Autre","Andere"
"N° de carte d'identité *","Identiteitskaartnummer *"
"Êtes-vous enregistré en Belgique ? *","Ben je in België geregistreerd? *"
"Êtes-vous enregistré en Belgique ?","Ben je in België geregistreerd?"
"Non ","Neen"
"N° de titre de séjour","Nummer verblijfskaart"
"N° de passeport *","Paspoortnummer *"
"Adresse de facturation","Factuuradres"
"Utiliser la même adresse que l'adresse de facturation","Gebruik hetzelfde adres als het factuuradres"
"Utiliser une autre adresse pour la livraison","Gebruik een ander adres voor de levering"
"A l'attention de ","Ter attentie van"
"Code postal, ville *","Postcode, stad *"
"Boite ","Bus"
"Pays: Belgique","Land: Belgie"
"Utiliser un point de collecte bpost ","Gebruik een bpost-afhaalpunt"
"Choisir un point de collecte","Kies een afhaalpunt"
"Vous avez choisi : ","Je koos voor:"
"Modifier le point de collecte","Afhaalpunt wijzigen"
"Nom du client *","Naam klant *"
"Prochaines étapes","Volgende stappen"
" Abonnement : Vous recevrez un mail de confirmation vous expliquant les étapes d'activation de votre nouvel abonnement. ","Abonnement: je ontvangt een bevestigingsmail die je uitlegt hoe je je nieuwe abonnement kan activeren."
" Abonnement avec smartphone : Une fois votre carte SIM activée (les étapes d'activation seront expliquées dans votre mail de confirmation), vous recevrez votre smartphone dans les 2 jours ouvrables. ","Abonnement met smartphone: eens je simkaart actief is (de activering wordt uitgelegd in je bevestigingsmail), Ontvang je je smartphone binnen 2 werkdagen."
" Carte prépayée : Vous recevrez votre carte dans les 2 jours ouvrables ainsi que les étapes à suivre pour conserver votre numéro. ","Herlaadkaart: je ontvangt je kaart binnen 2 werkdagen, met de stappen die je moet volgen om je nummer te behouden."
" Internet Everywhere : Vous recevrez votre carte SIM dans les 2 jours ouvrables.","Internet Everywhere: je ontvangt je simkaart binnen 2 werkdagen."
" Internet Everywhere + appareil : Vous recevrez votre carte SIM ainsi que votre appareil dans les 2 jours ouvrables.","Internet Everywhere + toestel: je ontvangt je simkaart samen met je toestel binnen 2 werkdagen."
"Si vous avez commandé votre GSM ou tablette avant 19h, vous serez livré le lendemain.","Herlaadkaart: je ontvangt je kaart binnen 2 werkdagen, met de stappen die je moet volgen om je nummer te behouden."
"Si vous avez commandé votre accessoire avant 19h, vous serez livré le lendemain. ","Als je je accessoire besteld hebt vóór 19u, ontvang je hem de volgende dag."
"Offres et conditions ","Aanbod en voorwaarden"
"Recevoir les offres intéressantes et les dernières nouvelles d'Orange","Interessante aanbiedingen en het laatste Orange-nieuws ontvangen"
"Accepter les conditions générales de ventes d'Orange *","De algemene verkoopsvoorwaarden van Orange aanvaarden *"
"Continuer","Verder gaan"
"Total","Totaal"
"À payer mensuellement ","Maandelijks te betalen"
"À payer maintenant","Nu te betalen"
"À payer sur votre prochaine facture","Te betalen op je volgende factuur"
"Livraison","Levering"
"Code promo","Promocode"
"Valider","Valideren"
"Méthode de paiement pour votre abonnement","Betaalmethode voor je bestelling"
"N° de compte *","Rekeningnummer *"
"Méthode de paiement pour votre commande","Betaalmethode voor je bestelling"
"Banque en ligne","Online banking"
"Carte de crédit","Kredietkaart"
"Votre panier","Jouw winkelmandje"
"Commander","Bestellen"
"Vous trouverez votre numéro de client sur l'une de vos factures.","Je vindt je klantnummer op één van je facturen."
"Ce numero peut etre utilise pour vous tenir informe ou pour toute question au sujet de votre commande. Il ne sera pas utilise a d'autres fins et ne sera pas conserve.","Het is verplicht om je geboortedatum in te voeren, ten gevolge van de nieuwe Belgische wetgeving omtrent het registreren van simkaarten."
"Vous devez être majeur pour passer votre commande.Par ailleurs, en raison de la nouvelle législation belge sur l'enregistrement des cartes SIM, les données concernant votre date de naissance sont obligatoires. ","Je dient meerderjarig te zijn om te bestellen. Bovendien is het verplicht om je geboortedatum in te voeren, ten gevolge van de nieuwe Belgische wetgeving omtrent het registreren van simkaarten."
"Votre nationalité est demandée afin de définir le type de document d'identité à indiquer ci-dessous.","Je nationaliteit wordt gevraagd om het type identiteitsdocument te bepalen."
"Pour éviter toute fraude et pour des raisons administratives, nous avons besoin de votre numéro de carte d’identité. Il nous est impossible de compléter votre dossier sans ces données.","Om fraude te vermijden en om administratieve redenen hebben we je identiteitskaartnummer nodig. Het is onmogelijk om je dossier te vervolledigen zonder deze gegevens."
"Veuillez selectionner votre ville dans la liste proposee.","Selecteer je gemeente in de voorgestelde lijst."
"Veuillez sélectionner votre rue dans la liste proposée.","Selecteer je straat in de voorgestelde lijst."
"Retirez votre paquet vous-même dans un point d'enlèvement bpost (endéans les 15 jours) ou dans un distributeur de paquets bpost (endéans les 5 jours).","Haal je pakket zelf af in een bpost-afhaalpunt (binnen 15 dagen) of in een bpost-pakketautomaat (binnen 5 dagen)"
Vous trouverez votre numéro de client Orange sur la première page de votre facture. Ex : 1.9876543.,Je vindt je Orange-klantnummer terug op de eerste pagina van je factuur. Bv: 1.9876543.
"Faible À Haute","Laag naar hoog"
"Descendant","Hoog naar laag"
"Croissant Prix Standalone","Oplopend zonder abonnement"
"Croissant Prix de subvention","Aflopend met abonnement"
"Prix decroissant Standalone","Aflopend zonder abonnement"
"Prix decroissant de subvention","Oplopend met abonnement"
"Disponible en %1 couleurs","Beschikbaar in %1 kleuren"
"Disponible en %1 couleur","Beschikbaar in %1 kleur"
"This is a required field.","Dit veld is verplicht."
"Ce champ est obligatoire?.","Dit veld is verplicht."
"Vous pouvez créer un compte après votre commande.","U kunt een account na de kassa te maken."
"Fourni Zip / Code postal semble être invalide. Exemple: 12345-6789; 12345. Si vous croyez qu'il est la bonne, vous pouvez ignorer cet avis.",Mits Zip / Postcode lijkt ongeldig te zijn. Voorbeeld: 12345-6789; 12345. Als je denkt dat het de juiste is kunt u dit bericht negeren.
"S'il vous plaît corriger la mauvaise ou expirée Code Carte Cadeau","Corrigeer de verkeerde of verlopen Gift Card Code"
"Code promo est pas valide","Couponcode is niet geldig"
"Impossible d'enregistrer l'adresse. S'il vous plaît vérifier les données d'entrée.","Niet in staat om het adres op te slaan. U de ingevoerde gegevens."
"Lettres seulement s'il vous plaît","Brieven slechts tevreden
"Pas d'espace blanc s'il vous plaît","Geen witte ruimte gelieve"
"Votre code postal doit être dans la gamme 902xx-xxxx 905-xx-xxxx","Uw postcode moet in de range 902xx-xxxx tot 905-xx-xxxx"
"Un nombre non-décimal positif ou négatif s'il vous plaît","Een positieve of negatieve non-decimaal getal aub"
"Le numéro d'identification du véhicule indiqué (NIV) est invalide.","Het opgegeven voertuig identificatienummer (VIN) is ongeldig."
"S'il vous plaît entrer une date correcte","Vul een correcte datum"
"Vul hier een geldige donnée dans","Vul hier Een geldige datum in."
"S'il vous plaît entrer une heure valide, 0:00-à-23:59","Geef een geldige tijd, 0:00-23:59"
"S'il vous plaît entrer une heure valide, 00 heures 00-12:00","Geef een geldige tijd, 00:00-12:00"
"S'il vous plaît spécifier un numéro de téléphone valide","Geef een geldig mobiel nummer"
"S'il vous plaît entrer au moins {0} caractères","Voer ten minste {0} tekens"
"Veuillez entrer un numéro de carte de crédit valide.","Vul een geldig creditcardnummer."
"S'il vous plaît entrer une adresse IP v4 valide.","Vul een geldig IP-adres v4."
"S'il vous plaît entrer une adresse IP v6 valide.","Vul een geldig IP v6-adres."
"Format invalide.","Ongeldig formaat."
"Les balises HTML ne sont pas autorisés.","HTML tags zijn niet toegestaan."
"Veuillez sélectionner une option.","Maak een keuze a.u.b."
"Valeur vide.","Lege waarde."
"S'il vous plaît utiliser uniquement des lettres (a-z ou A-Z), des chiffres (0-9) ou des espaces que dans ce domaine.","Gebruik alleen letters (a-z of A-Z), cijfers (0-9) of spaties alleen op dit gebied."
"S'il vous plaît utiliser uniquement des lettres (a-z ou A-Z), des chiffres (0-9) ou de soulignement (_) dans ce domaine, et le premier caractère doit être une lettre.","Gebruik alleen letters (a-z of A-Z), cijfers (0-9) en underscores (_) op dit gebied, en het eerste teken moet een letter zijn."
"S'il vous plaît utiliser uniquement des lettres (a-z ou A-Z), des chiffres (0-9), les espaces et ""#"" dans ce domaine.","Gebruik alleen letters (a-z of A-Z), cijfers (0-9), spaties en ""#"" op dit gebied."
"S'il vous plaît entrer un numéro de téléphone valide. Par exemple (123) 456-7890 ou 123-456-7890.","Voer alstublieft een geldig telefoonnummer in. Bijvoorbeeld (123) 456-7890 of 123-456-7890."
"S'il vous plaît entrer un numéro de fax valide (Ex: 123-456-7890).","Vul een geldig faxnummer (Ex: 123-456-7890)."
"S'il vous plaît entrer une adresse e-mail valide (Ex: johndoe@domain.com).","Vul een geldig e-mailadres (Ex: johndoe@domain.com)."
"S'il vous plaît entrer 7 caractères ou plus, utilisant à la fois numérique et alphabétique.","Vul 7 of meer tekens, met behulp van zowel numerieke en alfabetische."
"Longueur minimum de ce champ doit être égale ou supérieure à 1% des symboles.","Minimale lengte van dit veld moet gelijk of groter zijn dan 1% symbolen."
"Diriger et les espaces de fin seront ignorés.","Toonaangevende en spaties worden genegeerd."
"Minimum de différentes classes de caractères dans le mot de passe est% 1.","Minimum van verschillende klassen van personages in wachtwoord is% 1."
"Classes de caractères: minuscule, majuscule, chiffres, caractères spéciaux.","Klassen van personages: Kleine letters, hoofdletters, cijfers, speciale tekens."
"S'il vous plaît entrer une URL valide. Protocole est nécessaire (http: //, https: // ou ftp: //).","Geef een geldige URL. Protocol is vereist (http: //, https: // of ftp: //)."
"S'il vous plaît entrer une URL valide. Par exemple http://www.example.com ou www.example.com.","Geef een geldige URL. Bijvoorbeeld http://www.example.com of www.example.com."
"S'il vous plaît entrer un XML-identifiant valide (Ex: something_1, block5, id-4).","Geef een geldig XML-identifier (Ex: something_1, block5, id-4)."
"S'il vous plaît entrer un numéro de sécurité sociale valide (Ex: 123-45-6789).","Vul een geldig sofi-nummer (Ex: 123-45-6789)."
"S'il vous plaît entrer un code postal valide (Ex: 90602 ou 90602-1234).","Voer een geldige postcode (Ex: 90602 of 90602-1234)."
"S'il vous plaît utiliser ce format de date: jj / mm / aaaa. Par exemple 17/03/2006 pour le 17 Mars 2006.","Gebruik deze datum formaat: dd / mm / yyyy. Bijvoorbeeld 17/03/2006 voor 17 maart 2006."
"S'il vous plaît entrer un montant de $ valide. Par exemple 100,00 $.","Geef een geldig $ bedrag. Bijvoorbeeld $ 100,00."
"S'il vous plaît entrer un numéro 0 ou plus dans ce domaine.","Voer een getal 0 of meer op dit gebied."
"S'il vous plaît entrer un nombre supérieur à 0 dans ce domaine.","Vul een getal groter dan 0 op dit gebied."
"Veuillez saisir un CSS-longueur valide (Ex: 100px, 77pt, 20em, .5ex ou 50%).","Voer een geldige CSS-lengte (Ex: 100px, 77pt, 20em, .5ex of 50%)."
"S'il vous plaît entrer un numéro valide dans ce champ.","Geef een geldig nummer op dit gebied."
"La valeur est pas dans la plage spécifiée.","De waarde is niet binnen het gespecificeerde bereik."
"S'il vous plaît utiliser des lettres seulement (a-z ou A-Z) dans ce domaine.","Gebruik alleen letters (a-z of A-Z) op dit gebied."
"S'il vous plaît utiliser uniquement des lettres (a-z), des chiffres (0-9) ou de soulignement (_) dans ce domaine, et le premier caractère doit être une lettre.","Gebruik alleen letters (a-z), cijfers (0-9) en underscores (_) op dit gebied, en het eerste teken moet een letter zijn."
"S'il vous plaît utiliser uniquement des lettres (a-z ou A-Z) ou des chiffres (0-9) dans ce domaine. Pas d'espaces ou d'autres caractères sont autorisés.","Gebruik alleen letters (a-z of A-Z) of cijfers (0-9) op dit gebied. Geen spaties of andere tekens zijn niet toegestaan."
"Veuillez entrer une date valide.","Vul alstublieft een geldige datum in."
"Assurez-vous que la date de fin est postérieure ou égale à la Date d'entrée.","Zorg ervoor dat de tot op heden later is dan of gelijk zijn aan de Van Date."
"faire S'il vous plaît que vos mots de passe correspondent.","Zorg ervoor dat uw wachtwoorden te passen."
"Veuillez entrer un code postal valide.","Geef alstublieft een geldige postcode op."
"S'il vous plaît sélectionnez l'une des options ci-dessus.","Kies een van de opties te kiezen."
"S'il vous plaît sélectionnez Etat / Province.","Maak uw keuze Staat / Provincie."
"S'il vous plaît sélectionner un fichier.","Selecteer een bestand."
"Le champ n \ 't complète.","Het veld isn \ 't compleet."
"S'il vous plaît sélectionnez une des options.","Kies een van de opties."
"S'il vous plaît entrer les adresses e-mail valides, séparés par des virgules. Par exemple, johndoe@domain.com, johnsmith@domain.com.","Voer geldige e-mailadressen, gescheiden door komma's. Bijvoorbeeld, johndoe@domain.com, johnsmith@domain.com."
"Type de carte ne correspond pas au numéro de carte de crédit.","Card Type komt niet overeen met credit card nummer."
"numéro de carte de crédit ne correspond pas au type de carte de crédit.","Credit card nummer komt niet overeen met het type creditcard."
"Mauvaise carte de crédit date d'expiration.","Onjuist creditcardnummer vervaldatum."
"S'il vous plaît entrer une carte de crédit numéro de vérification valide.","Vul een geldige creditcard verificatie nummer."
"S'il vous plaît entrer le numéro d'émission ou de la date pour le type de carte Switch / Solo commencer.","Vul probleem nummer of start datum voor de switch / solo card type."
"La longueur maximale de ce champ doit être égal ou inférieur à 1% des symboles.","Maximale lengte van dit veld moet gelijk zijn aan of minder dan 1% symbolen."
"S'il vous plaît entrer le numéro de positif dans ce domaine.","Vul positief getal op dit gebied."
"S'il vous plaît entrer une valeur valide, ex: 10,20,30","Geef een geldige waarde, ex: 10,20,30"
"S'il vous plaît entrer une valeur valide de la liste","Voer een geldige waarde uit de lijst"
"S'il vous plaît entrer 6 caractères ou plus. Diriger et les espaces de fin seront ignorés.","Vul 6 of meer karakters. Toonaangevende en spaties worden genegeerd."
"S'il vous plaît entrez la clé SKU valide.","Voer geldige SKU-toets."
"S'il vous plait, entrez un nombre valide.","Voer alstublieft een geldig nummer in."
"Admin est un champ obligatoire dans la chaque ligne.","Admin is een verplicht veld in elke rij."
"S'il vous plaît entrer une clé valide URL (Ex: ""exemple-page"", ""exemple-page.html"" ou ""AnotherLevel / example-page"").","Geef een geldige URL Key (Ex: ""voorbeeld-pagina"", ""voorbeeld-pagina.html"" of ""anotherlevel / example-pagina"")."
"Veuillez introduire votre numéro de client actuel.","Voer je huidige klantnummer in."
"Veuillez introduire votre numéro de carte SIM actuel, composé de 13, 18 ou 19 chiffres selon l'opérateur.","Voer je huidige simkaartnummer in, bestaande uit 13, 18 of 19 cijfers, afhankelijk van de operator."
"Veuillez introduire un n° de TVA valide.","Voeg een geldig btw-nummer in."
"Please enter a valid email address (Ex: johndoe@domain.com).","Voer een geldig e-mailadres in. Bv: sofie.janssens@orange.be"
"Veuillez introduire une adresse mail valide. Ex : sophie.dupont@orange.be","Voer een geldig e-mailadres in. Bv: sofie.janssens@orange.be"
"Veuillez introduire un numéro de GSM valide, composé de 10 chiffres.","Voer een geldig gsm-nummer in, bestaande uit 10 cijfers."
"Veuillez introduire une date de naissance valide (jj/mm/aaaa) et être âgé de plus de 18 ans.","Voer een geldige geboortedatum in (dd/mm/jjjj). Je dient meerderjarig te zijn."
"Veuillez vérifier que vous avez correctement introduit les 12 chiffres de votre numéro de carte d'identité (format xxx-xxxxxxx-xx).","Kijk na of je de juiste 12 cijfers van je identiteitskaartnummer hebt ingevuld (formaat xxx-xxxxxxx-xx)."
"Veuillez vérifier que vous avez correctement introduit votre numéro de titre de séjour (format BXXXXXXX XX).","Kijk na of je het correcte nummer van je verblijfskaart hebt ingevuld (formaat BXXXXXXX XX)."
"Ce code promo n'est pas valable.","Deze promocode is niet geldig."
"Veuillez introduire votre numéro de compte sous le format suivant : BEXX XXXX XXXX XXXX.","Voer je rekeningnummer in het volgende formaat in: BEXX XXXX XXXX XXXX."
"Veuillez sélectionner une des options.","Selecteer één van de mogelijkheden."
"Ordre de tri","Sorteervolgorde"
"De bas en haut","Van onder naar boven"
"Haut en bas","Van boven naar beneden"
"code promotionnel","promotiecode"
"Appliquer Discount","Van toepassing Discount"
"Annuler Coupon","Annuleren Coupon"
"This is a required field.","Dit veld is verplicht."
"Une fois que votre abonnement est actif, votre GSM vous sera automatiquement envoyé endéans les 2 jours ouvrables","Zodra uw abonnement actief is, de handset wordt automatisch binnen 2 werkdagen verzonden"
"Vous avez déjà un abonnement ? ","Je hebt al een abonnement?"
"Choisissez l'abonnement que vous souhaitez sur notre site web et suivez simplement les étapes.","Selecteer het abonnement dat u wilt op onze website en volg de eenvoudige stappen."
"Pas d'inquiétude, le système vous guidera sur la marche à suivre.","Maak je geen zorgen, zal het systeem u te begeleiden op hoe verder te gaan."
"A la fin de votre commande en ligne, vous recevrez un mail de confirmation. ","Aan het einde van uw online bestelling ontvangt u een bevestigings e-mail."
"Ensuite, votre abonnement sera automatiquement activé en 24 heures. Nous vous en informerons par SMS.","Dan wordt uw abonnement automatisch geactiveerd in 24 uur. Wij zullen u op de hoogte via sms."
"Pour passer à un abonnement avec smartphone, deux possibilités s'offrent à vous :","Om over te schakelen naar een abonnement smartphone met twee opties beschikbaar:"
"Vous pouvez très facilement et rapidement changer votre abonnement vous-même dans votre Espace client .","U kunt uw abonnement zelf eenvoudig en snel te veranderen in uw klant ruimte."
"Connectez-vous, choisissez 'gérer mon abonnement' et personnalisez votre demande en quelques clics.","Log in, kies 'Manage mijn abonnement' en aanpassen van uw aanvraag in een paar klikken."
"Vous pouvez également modifier votre abonnement dans le shop Orange le plus proche.","U kunt uw abonnement in de dichtstbijzijnde winkel Oranje aan te passen."
"Si vous avez déjà un abonnement avec smartphone, cliquez ici pour toutes les informations sur le changement de plan tarifaire selon la durée de votre contrat.","Als je al een abonnement met smartphone, klik hier voor alle informatie over de verandering van tariefplan, afhankelijk van de lengte van uw contract."
"Contactez-nous au 5000 depuis votre GSM Orange. Un de nos collaborateurs vous aidera à choisir le plan tarifaire le plus adapté à votre consommation.","Neem contact met ons op 5000 vanaf uw mobiele Orange. Eén van onze medewerkers zal u helpen bij het tariefplan meest geschikt is voor uw verbruik te kiezen."
"valide avec un contrat","met een geldig contract"
"de 24 mois","24 maanden"
"Frequences","Frequenties"
"Taille de l'écran","Schermgrootte"
"Résolution de l'écran","Schermresolutie"
"Ecran tactile","Touch screen"
"Dimensions","Afmeting"
"Poids","Gewicht"
"Capacité de la batterie","Capaciteit van de batterij"
"Batterie amovible","Verwijderbare batterij"
"Mémoire interne","Intern geheugen"
"Mémoire extensible","Uitbreidbaar geheugen"
"Format de carte SIM","Simkaartformaat"
"Accessoires inclus","Inclusief Accessoires"
"Système","Systeem"
"Système d'exploitation","Besturingssysteem"
"Processeur","Bewerker"
"Connectivité","Connectiviteit"
"Accès internet mobile","Mobiele internetverbinding"
"Recharge sans fil","Draadloos opladen"
"Appareil photo","Camera"
"Appareil photo avant","Front camera"
"Video","Video"
"En raison de la nouvelle legislation belge sur l'enregistrement des cartes SIM, les données concernant votre date de naissance sont obligatoires. ","Het is verplicht om je geboortedatum in te voeren, ten gevolge van de nieuwe Belgische wetgeving omtrent het registreren van simkaarten."
"Vous devez introduire une date de naissance valide (jj/mm/aaaa).","Voer een geldige geboortedatum in (dd/mm/jjjj)."
"Adresse","Adres"
"30 €/mois","30 €/maand"
"Aigle Premium Smartphone","Arend Premium Smartphone"
"13 GB","13 GB"
"Appels illimités vers tous les réseaux","Onbeperkt bellen naar alle netwerken"
"Orange Cloud","Orange Cloud"
"500 GB d'espace pour stocker vos données","500 GB opslagruimte voor jouw gegevens"
"iCoyote","iCoyote"
"Acheter ce smartphone dans un shop Orange","Deze smartphone in een Orange-shop kopen"
"Voir la disponibilité","Bekijk de beschikbaarheid"
"Détails du produit","Beschrijving"
"Caractéristiques","Kenmerken"
"Livraison rapide et gratuite","Snelle en gratis levering"
"Retour simple et sans frais","Eenvoudige retourzending zonder kosten"
"Accès à notre service après-vente de qualité en magasin","Kwaliteitsvolle dienst-na-verkoop in onze winkels"
"Des produits testés par les clients","Onze producten zijn getest door onze klanten"
"Produits et services","Producten en diensten"
"Abonnements avec smartphone","Abonnementen met smartphone"
"Abonnements","Abonnementen"
"Trouvez le plan tarifaire qui correspond à vos besoins et restez toujours connecté.","Kies het tariefplan dat bij jouw verbruik past om altijd verbonden te blijven."
"Abonnements bloqués","Geblokkeerde abonnementen"
"Gardez le contrôle et optez pour un abonnement qui n'utilise que les volumes inclus.",Behoud de controle en kies voor een abonnement dat niet boven budget gaat."
"Filtrer les plans en fonction de votre budget","Selecteer op basis van je budget"
"Tous les prix","Alle prijzen"
"Moins de 20 €","Minder dan 20 €"
"de 20 € à 30 €","Tussen 20 € en 30 €"
"de 30 € à 40 €","Tussen 30 € en 40 €"
"Plus de 40 €","Meer dan 40 €"
"Plus que 40 €","Meer dan 40 €"
"15 €/mois","15 €/maand"
"Colibri Smartphone","Kolibrie Smartphone"
"1 GB","1 GB"
"1h30 d'appels","1u30 bellen"
"Engagement de 24","Verbintenis van 24"
"Engagement de","Verbintenis van"
"25 €/mois","25 €/maand"
"Dauphin Smartphone","Dolfijn Smartphone"
"2,5 GB","2,5 GB"
"2h30 d'appels","2u30 bellen"
"35 €/mois","35 €/maand"
"Koala Smartphone","Koala Smartphone"
"24 mois d'engagement","24 maanden commitment"
" mois d'engagement"," maanden commitment"
"4 GB","4 GB"
"5h d'appels","5u bellen"
"6 modèles disponibles avec cet abonnement","6 toestellen beschikbaar bij dit abonnement"
"Découvrir","Ontdekken"
"Dans tous nos plans","Inbegrepen bij onze abonnementen"
"SMS illimités","Onbeperkt sms'en"
"Un moyen de communiquer toujours disponible et toujours gratuit. ","Altijd beschikbaar en gratis communicatiemiddel."
"Personal Check Up","Personal Check Up"
"Nous analysons votre consommation pour vous proposer un tarif adapté.","Wij analyseren jouw verbruik om je een aangepast tariefplan voor te stellen."
"Orange Circle","Orange Circle"
"Appels et SMS gratuits entre tous les numéros repris sur la même facture.","Gratis bellen en sms'en met alle nummers op dezelfde factuur."
"Un espace en ligne sécurisé et facile d'accès pour stocker toutes vos données.","Beveiligde online opslagruimte om al je gegevens te bewaren, in alle gemak."
"Pourquoi Orange ?","Waarom Orange?"
"Vos usages mobiles évoluent, Orange vous propose une formule adaptée via votre Espace client.","Als mijn mobiel gebruik evolueert, stelt Orange me een oplossing op maat voor."
"Avec My Orange, l'essentiel d'Orange est dans votre poche.","Met My Orange heb je de essentie van Orange op zak."
"Orange Thank You : des surprises et des événements exclusifs pour récompenser votre fidélité.","Orange Thank You: verrassingen en exclusieve evenementen om jou te bedanken voor je trouw."
"Le réseau 4G le plus étendu, sans oublier la vitesse et la qualité du réseau fixe.","Het meest uitgebreide 4G-netwerk, met de snelheid en kwaliteit van vast internet."
"74,38 €/mois HTVA","74,38 €/maand excl. BTW"
"49,59 €/mois HTVA","49,59 €/maand excl. BTW"
"Aigle Smartphone","Arend Smartphone"
"12 GB","12 GB"
"37,19 €/mois HTVA","37,19 €/maand excl. BTW"
"Panthère Smartphone","Panter Smartphone"
"5h d'appels vers tous les réseaux","5u bellen naar alle netwerken"
"Appels illimités vers Orange BE","Onbeperkt bellen naar Orange BE"
"32 GB d'espace pour stocker vos données","32 GB opslagruimte voor jouw gegevens"
"Service de navigation et d'info trafic en temps réel","Real time navigatiedienst en verkeersinformatie"
"Ordre croissant","Oplopend"
"Ordre décroissant","Aflopend"
"Disponible en 2 couleurs","Beschikbaar in 2 kleuren"
"Disponible en %1 couleur","Beschikbaar in %1 kleur"
"En stock","In voorraad"
"avec Koala Smartphone","met Koala Smartphone"
"Plus d'infos","Meer info"
"Choisissez entre un ou deux ProPacks en fonction de votre plan tarifaire","Kies één of twee ProPacks, afhankelijk van je tariefplan"
" Surf ProPack","Surf ProPack"
"Partagez le volume de surf de votre abonnement avec un autre appareil grâce à une Surf Extra Card gratuite. Et profitez de 3 GB supplémentaires offerts en Belgique."," Deel gratis het surfvolume van je abonnement met een ander toestel dankzij een Surf Extra Card. En geniet van 3 GB extra, gratis in België."
" Smartphone ProPack","Smartphone ProPack"
"Restez à la pointe de la technologie avec MySwap qui vous assure, gratuitement, la reprise de votre smartphone à 50% ou 40% de sa valeur initiale. Disponible en shop Orange uniquement.","Om altijd mee te zijn met de technologie, kies gratis MySwap. Orange geeft u de garantie dat het uw toestel tegen 40 of 50% van de aankoopprijs terugneemt. Enkel beschikbaar in je Orange-shop."
"Reduction ProPack","Reduction ProPack"
" Bénéficiez de 10% de réduction sur l'un des autres abonnements présents sur votre facture. Un seul Reduction ProPack activable par compte client.","Geniet van 10% korting op één van de andere abonnementen op je factuur. Eén enkele Reduction ProPack te activeren per factuur."
" Avec Pro Inclusive, profitez de services professionnels déjà inclus.","Geniet van onze professionele diensten met Pro Inclusive"
" Second Call","Second Call"
"Répondez à un appel important sans problème, même si vous êtes déjà au téléphone grâce à Second Call.","Beantwoord een belangrijke oproep zonder problemen, zelfs als je al aan het bellen bent, dankzij Second Call."
"Conference Call"," Conference Call"
"Profitez d’une solution simple et efficace pour contacter simultanément 5 autres personnes, grâce à Conference Call.","Een simpele en efficiënte oplossing om tegelijk 5 andere personen te contacteren, dankzij Conference Call."
"Pro VoiceMail"," Pro VoiceMail"
"Envoyez et stockez plus de messages vocaux, plus longs et plus longtemps avec Pro Voicemail.", "Meer en langere spraakberichten versturen en langer bewaren met Pro Voicemail".
" Call Forwarding","Call Forwarding"
" Déviez une partie ou tous vos appels vers un autre GSM ou un numéro fixe en Belgique avec Call Forwarding.","Een deel van of al je oproepen doorsturen naar een andere gsm of vaste lijn in België met Call Forwarding."
"Devenir abonné avec smartphone","Abonnement combineren met smartphone"
"Vous n'êtes pas encore client Orange ?","Ben je nog geen Orange-klant?"
"2. Recevez et activez votre carte SIM","2. Ontvang en activeer je simkaart"
"Vous recevrez votre carte SIM (compatible mini / micro /nano SIM) d'ici 2 jours ouvrables par bpost. Pour des raisons de sécurité, elle ne sera pas encore activée. Pour ce faire, rendez-vous sur www.orange.be/activer et suivez les instructions. Votre carte SIM sera prête à l’emploi endéans les 24 heures et vous gardez votre numéro. Pour plus d'informations sur le transfert de votre numéro, cliquez ici. ","Je ontvangt je simkaart (mini/micro/nano-sim compatibel) binnen 2 werkdagen via bpost. Om veiligheidsredenen is deze nog niet geactiveerd. Om je simkaart te activeren, surf naar www.orange.be/activeren en volg de instructies. Je simkaart is klaar voor gebruik binnen 24 uur en je behoudt je huidige nummer. Voor meer informatie over het overdragen van je gsm-nummer, klik hier."
"3. Recevez votre smartphone","3. Ontvang je smartphone"
"Une fois votre carte SIM activée, votre smartphone vous sera livré endéans les 2 jours ouvrables. ","Eens je simkaart geactiveerd is, wordt je nieuwe toestel automatisch binnen 2 werkdagen geleverd."
"Vous avez une carte prépayée Orange ?","Heb je een herlaadkaart?"
"1. Commandez votre abonnement en ligne","1. Bestel je abonnement met smartphone online"
"Choisissez l'abonnement que vous souhaitez sur notre site web et suivez simplement les étapes. Pas d'inquiétude, le système vous guidera sur la marche à suivre.","Het is heel gemakkelijk! Kies het abonnement dat je wil op onze website en volg gewoon de stappen van het bestelproces. Geen zorgen, het systeem zal je leiden. Je ontvangt een e-mail ter bevestiging van je bestelling."
"2. Activation automatique","2. We activeren jouw abonnement"
"Votre abonnement sera automatiquement activé dans les 24 heures. Vous serez informé par SMS. Vous gardez votre numéro et votre carte SIM actuelle. Votre crédit d'appel restant sera déduit de votre première facture.","Je abonnement wordt automatisch geactiveerd binnen 24 uur. Je ontvangt hiervoor een sms. Je behoudt je gsm-nummer en huidige simkaart. Je resterende belwaarde wordt afgehouden van je eerste factuur."
